customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,escalations,csat_score,complaint_count,churn_risk,tenure_days
1688-PDRCP,27-11-2019 00:00,Organic,27-11-2020 00:00,Standard,Monthly,,,13.69,721,64,0,Nandini,India,Meghalaya,Female,01-04-1974 00:00,,,0,Medium,366
1689-UGEGN,01-04-2022 00:00,Organic,01-04-2023 00:00,Basic,Annual,,,8.57,217,28,0,Harsh,India,Tamil Nadu,Male,09-09-1989 00:00,,,0,Low,365
1690-BWUNB,09-11-2023 00:00,Organic,09-11-2024 00:00,Basic,Annual,,,7.69,595,74,0,Pranav,India,Delhi,Male,03-01-1971 00:00,,,0,High,366
1691-EREPL,15-08-2022 00:00,Organic,15-08-2023 00:00,Standard,Monthly,,,16.11,986,84,0,Neha,India,Maharashtra,Female,21-04-1993 00:00,,,0,High,365
1692-UKDDA,17-07-2019 00:00,Refferal,17-07-2020 00:00,Standard,Monthly,04-04-2020 00:00,Too expensive,14.42,498,41,1,Manish,India,Gujarat,Male,02-07-2000 00:00,N,25,3,Low,366
1693-AWXDC,18-08-2022 00:00,Organic,18-08-2023 00:00,Standard,Monthly,25-10-2022 00:00,Forgot to cancel trial,15.34,642,83,1,Aarav,India,Nagaland,Male,08-07-1984 00:00,Y,60,1,High,365
1694-DKNZC,04-09-2022 00:00,Paid,04-09-2023 00:00,Premium,Annual,,,20,1016,57,0,Riya,India,Bihar,Female,07-08-1985 00:00,,,0,Medium,365
1695-BWRXX,26-08-2024 00:00,Organic,26-08-2025 00:00,Standard,Annual,,,10.81,631,2,0,Vivek,India,Uttar Pradesh,Male,14-09-1986 00:00,,,0,Low,365
1696-NXWES,18-10-2024 00:00,Paid,18-10-2025 00:00,Standard,Monthly,,,11.3,597,47,0,Diya,India,Maharashtra,Female,25-10-1984 00:00,,,0,Low,365
1697-KYFKU,21-04-2020 00:00,Organic,21-04-2021 00:00,Basic,Annual,,,6.99,647,75,0,Aarav,India,Nagaland,Male,18-07-1970 00:00,,,0,High,365
1698-UNLCG,02-10-2022 00:00,Paid,02-10-2023 00:00,Standard,Monthly,16-09-2023 00:00,Forgot to cancel trial,14.65,553,73,1,Aditya,India,Telangana,Male,19-02-1981 00:00,,,0,High,365
1699-WYDYW,21-05-2023 00:00,Organic,21-05-2024 00:00,Basic,Annual,,,10.28,733,40,0,Pranav,India,Gujarat,Male,27-11-1984 00:00,,,0,Low,366
1700-RGLPL,18-04-2022 00:00,Organic,18-04-2023 00:00,Premium,Annual,,,18.63,880,18,0,Saurabh,India,Maharashtra,Male,18-04-1981 00:00,,,0,Low,365
1701-ZBRZM,07-10-2023 00:00,Paid,07-10-2024 00:00,Standard,Annual,,,14.82,669,30,0,Shreya,India,Telangana,Female,16-09-1997 00:00,Y,60,1,Low,366
1702-SXRWU,06-02-2024 00:00,Paid,06-02-2025 00:00,Basic,Monthly,,,10.47,870,25,0,Shreya,India,Gujarat,Female,15-11-1991 00:00,,,0,Low,366
1703-YKQEJ,18-04-2020 00:00,Refferal,18-04-2021 00:00,Premium,Annual,,,19.01,620,68,0,Pooja,India,Uttar Pradesh,Female,18-11-1978 00:00,,,0,Medium,365
1704-SHNJZ,28-04-2023 00:00,Paid,28-04-2024 00:00,Standard,Monthly,,,15.32,547,46,0,Pooja,India,Madhya Pradesh,Female,06-07-1991 00:00,,,0,Low,366
1705-YCTJA,27-05-2024 00:00,Organic,27-05-2025 00:00,Basic,Monthly,,,8.08,767,26,0,Pallavi,India,Karnataka,Female,11-09-1994 00:00,,,0,Low,365
1706-VBVXQ,13-04-2021 00:00,Organic,13-04-2022 00:00,Basic,Monthly,,,6.86,291,44,0,Rohan,India,Karnataka,Male,08-10-1991 00:00,,,0,Low,365
1707-TJXVM,26-11-2024 00:00,Paid,26-11-2025 00:00,Basic,Annual,25-06-2025 00:00,Too expensive,5.99,906,40,1,Arjun,India,Tamil Nadu,Male,02-06-1998 00:00,,,0,Low,365
1708-YCQMB,05-03-2022 00:00,Refferal,05-03-2023 00:00,Premium,Monthly,,,22.72,877,61,0,Manish,India,Maharashtra,Male,08-03-1993 00:00,,,0,Medium,365
1709-WQKUN,09-11-2024 00:00,Paid,09-11-2025 00:00,Standard,Monthly,,,14.04,634,71,0,Riya,India,Kerala,Female,23-08-1978 00:00,,,0,High,365
1710-TQEDY,26-03-2019 00:00,Paid,26-03-2020 00:00,Basic,Annual,,,10.44,609,61,0,Aditya,India,Tamil Nadu,Male,01-06-1997 00:00,,,0,Medium,366
1711-RVZCH,14-11-2024 00:00,Organic,14-11-2025 00:00,Standard,Monthly,06-09-2025 00:00,Forgot to cancel trial,14.95,922,56,1,Sneha,India,Karnataka,Female,16-06-1990 00:00,,,0,Medium,365
1712-QTDZS,28-06-2020 00:00,Organic,28-06-2021 00:00,Standard,Annual,,,15.29,522,39,0,Akash,India,Rajasthan,Male,10-12-1998 00:00,,,0,Low,365
1713-NVEPV,02-02-2023 00:00,Organic,02-02-2024 00:00,Standard,Monthly,16-07-2023 00:00,Poor streaming quality,14.21,358,91,1,Siddharth,India,Tamil Nadu,Male,20-04-1978 00:00,,,0,High,365
1714-MADMN,18-06-2024 00:00,Organic,18-06-2025 00:00,Standard,Monthly,,,10.76,775,59,0,Saurabh,India,Karnataka,Male,16-06-1981 00:00,,,0,Medium,365
1715-QNUSL,22-08-2019 00:00,Paid,22-08-2020 00:00,Basic,Monthly,06-07-2020 00:00,Forgot to cancel trial,8.37,628,58,1,Vivek,India,Meghalaya,Male,15-12-1981 00:00,,,0,Medium,366
1716-YHEPP,18-09-2020 00:00,Organic,18-09-2021 00:00,Basic,Annual,,,11.27,646,5,0,Akash,India,Kerala,Male,14-12-1976 00:00,,,0,Low,365
1717-WNHYG,08-05-2022 00:00,Organic,08-05-2023 00:00,Premium,Monthly,,,20.76,1085,24,0,Manish,India,Gujarat,Male,24-12-1999 00:00,,,0,Low,365
1718-QTELV,20-11-2020 00:00,Paid,20-11-2021 00:00,Standard,Monthly,28-08-2021 00:00,Not enough content,17.65,679,59,1,Aditi,India,Karnataka,Female,03-08-1981 00:00,,,0,Medium,365
1719-YNDAS,09-01-2019 00:00,Paid,09-01-2020 00:00,Premium,Monthly,,,18.22,760,50,0,Kunal,India,Tamil Nadu,Male,26-12-1995 00:00,,,0,Medium,365
1720-WLSST,09-01-2020 00:00,Organic,09-01-2021 00:00,Premium,Monthly,27-11-2020 00:00,Forgot to cancel trial,20.29,900,91,1,Pallavi,India,Nagaland,Female,18-11-1985 00:00,,,0,High,366
1721-JWYWP,16-04-2021 00:00,Paid,16-04-2022 00:00,Basic,Annual,24-08-2021 00:00,Switched to competitor,5.99,583,50,1,Aarav,India,West Bengal,Male,19-12-1980 00:00,,,0,Medium,365
1722-BSMQC,25-08-2022 00:00,Paid,25-08-2023 00:00,Standard,Monthly,,,16.5,409,95,0,Priya,India,Uttar Pradesh,Female,07-02-1979 00:00,Y,20,1,High,365
1723-QADJT,07-06-2022 00:00,Organic,07-06-2023 00:00,Standard,Annual,,,12.21,738,19,0,Isha,India,Karnataka,Female,10-01-1983 00:00,,,0,Low,365
1724-CUGCG,13-05-2023 00:00,Paid,13-05-2024 00:00,Basic,Annual,,,9.02,521,67,0,Pallavi,India,Maharashtra,Female,19-01-1991 00:00,,,0,Medium,366
1725-TWBTR,04-08-2020 00:00,Refferal,04-08-2021 00:00,Basic,Monthly,,,7.29,377,53,0,Harsh,India,Uttar Pradesh,Male,19-12-1978 00:00,,,0,Medium,365
1726-UDWGB,18-04-2022 00:00,Paid,18-04-2023 00:00,Standard,Monthly,30-06-2022 00:00,Poor streaming quality,18.59,850,22,1,Aarav,India,Maharashtra,Male,14-01-2000 00:00,,,0,Low,365
1727-KDWNY,02-04-2019 00:00,Refferal,02-04-2020 00:00,Basic,Annual,,,12.44,638,42,0,Nikhil,India,Delhi,Male,21-11-1980 00:00,,,0,Low,366
1728-RJXHB,27-08-2021 00:00,Organic,27-08-2022 00:00,Basic,Annual,,,7.2,679,37,0,Avni,India,Gujarat,Female,10-06-1992 00:00,,,0,Low,365
1729-UVNAA,02-09-2022 00:00,Paid,02-09-2023 00:00,Standard,Monthly,,,9.12,303,94,0,Mansi,India,Karnataka,Female,09-07-1998 00:00,Y,20,1,High,365
1730-CNKCB,26-04-2021 00:00,Organic,26-04-2022 00:00,Standard,Monthly,03-01-2022 00:00,Too expensive,13.4,747,46,1,Nikhil,India,Maharashtra,Male,12-05-1973 00:00,,,0,Low,365
1731-SLSQM,27-05-2022 00:00,Refferal,27-05-2023 00:00,Standard,Monthly,21-04-2023 00:00,Switched to competitor,10.47,986,66,1,Vivek,India,Telangana,Male,22-04-1991 00:00,,,0,Medium,365
1732-SMAZK,19-08-2019 00:00,Refferal,19-08-2020 00:00,Standard,Monthly,30-01-2020 00:00,Forgot to cancel trial,10.99,423,60,1,Kavya,India,Delhi,Female,19-11-1991 00:00,,,0,Medium,366
1733-PVPSS,20-05-2019 00:00,Paid,20-05-2020 00:00,Standard,Monthly,,,14.93,676,59,0,Avni,India,Maharashtra,Female,23-11-1985 00:00,,,0,Medium,366
1734-XUNMF,13-07-2019 00:00,Paid,13-07-2020 00:00,Premium,Monthly,,,22.06,918,99,0,Siddharth,India,Rajasthan,Male,04-11-1998 00:00,,,0,High,366
1735-FVULF,28-07-2020 00:00,Organic,28-07-2021 00:00,Premium,Annual,,,22.57,815,24,0,Avni,India,Telangana,Female,15-10-1977 00:00,,,0,Low,365
1736-NECBD,03-02-2020 00:00,Paid,03-02-2021 00:00,Premium,Annual,,,22.03,1108,91,0,Madhav,India,Maharashtra,Male,08-02-2004 00:00,,,0,High,366
1737-YNVWZ,24-09-2023 00:00,Organic,24-09-2024 00:00,Premium,Monthly,,,20.3,646,61,0,Mira,India,Delhi,Female,25-03-1978 00:00,N,20,1,Medium,366
1738-MMCWW,09-10-2024 00:00,Organic,09-10-2025 00:00,Premium,Annual,,,22.32,654,74,0,Avni,India,Maharashtra,Female,25-02-1995 00:00,,,0,High,365
1739-KYSWR,04-07-2023 00:00,Refferal,04-07-2024 00:00,Standard,Monthly,,,12.96,485,62,0,Madhav,India,Maharashtra,Male,23-04-1992 00:00,,,0,Medium,366
1740-XSPHK,13-07-2023 00:00,Refferal,13-07-2024 00:00,Standard,Annual,26-12-2023 00:00,Poor streaming quality,13.84,676,96,1,Saurabh,India,Uttar Pradesh,Male,10-03-1995 00:00,N,25,1,High,366
1741-DZJUV,18-07-2023 00:00,Organic,18-07-2024 00:00,Standard,Monthly,,,13.2,1022,41,0,Mira,India,Telangana,Female,17-01-1978 00:00,,,0,Low,366
1742-DZNQB,25-11-2021 00:00,Organic,25-11-2022 00:00,Premium,Annual,,,20.59,973,39,0,Pranav,India,Tamil Nadu,Male,03-05-1975 00:00,,,0,Low,365
1743-FMKAE,06-01-2024 00:00,Paid,06-01-2025 00:00,Standard,Annual,,,17.11,355,37,0,Rohan,India,Madhya Pradesh,Male,17-09-1990 00:00,,,0,Low,366
1744-LRWSG,20-05-2024 00:00,Paid,20-05-2025 00:00,Standard,Annual,,,16.21,1151,35,0,Shreya,India,Kerala,Female,16-12-2000 00:00,,,0,Low,365
1745-WMPCB,09-07-2024 00:00,Paid,09-07-2025 00:00,Standard,Annual,,,9.66,299,71,0,Diya,India,Telangana,Female,27-04-1976 00:00,,,0,High,365
1746-KQLYK,24-03-2023 00:00,Refferal,24-03-2024 00:00,Standard,Monthly,,,15.6,828,56,0,Sneha,India,Delhi,Female,26-06-1986 00:00,,,0,Medium,366
1747-YXBCM,14-04-2021 00:00,Organic,14-04-2022 00:00,Premium,Annual,,,20.09,818,69,0,Priya,India,Karnataka,Female,26-09-2004 00:00,,,0,Medium,365
1748-KAARP,26-05-2024 00:00,Paid,26-05-2025 00:00,Premium,Annual,21-01-2025 00:00,Switched to competitor,22.28,571,99,1,Raghav,India,Telangana,Male,02-03-1986 00:00,,,0,High,365
1749-DVYHW,26-09-2020 00:00,Organic,26-09-2021 00:00,Standard,Monthly,,,17.55,537,58,0,Tanvi,India,Delhi,Female,15-10-1971 00:00,,,0,Medium,365
1750-KDRUJ,22-12-2019 00:00,Organic,22-12-2020 00:00,Standard,Annual,22-04-2020 00:00,Poor streaming quality,11.06,774,43,1,Priya,India,Maharashtra,Female,20-10-1991 00:00,,,0,Low,366
1751-SMKUQ,18-05-2023 00:00,Refferal,18-05-2024 00:00,Premium,Annual,17-03-2024 00:00,Switched to competitor,20.71,417,88,1,Aditi,India,Maharashtra,Female,23-05-1981 00:00,,,0,High,366
1752-ZMMPE,14-12-2020 00:00,Paid,14-12-2021 00:00,Premium,Annual,,,20.96,772,28,0,Rahul,India,Uttar Pradesh,Male,26-08-1992 00:00,,,0,Low,365
1753-DEGTX,17-05-2021 00:00,Paid,17-05-2022 00:00,Basic,Monthly,,,9.94,50,43,0,Isha,India,Rajasthan,Female,02-09-1994 00:00,,,0,Low,365
1754-GVZGA,04-02-2020 00:00,Refferal,04-02-2021 00:00,Basic,Monthly,,,8.43,571,60,0,Mira,India,Delhi,Female,21-05-1993 00:00,,,0,Medium,366
1755-UTMYT,07-01-2020 00:00,Organic,07-01-2021 00:00,Premium,Monthly,14-03-2020 00:00,Poor streaming quality,23.71,1030,37,1,Saurabh,India,Rajasthan,Male,08-04-1995 00:00,N,70,1,Low,366
1756-VGTEK,01-05-2020 00:00,Paid,01-05-2021 00:00,Basic,Annual,,,10.61,550,4,0,Nikhil,India,Gujarat,Male,09-03-2002 00:00,,,0,Low,365
1757-WLNNB,27-01-2022 00:00,Refferal,27-01-2023 00:00,Standard,Annual,,,12.88,739,46,0,Nandini,India,Bihar,Female,09-05-1987 00:00,,,0,Low,365
1758-LUCRR,13-12-2023 00:00,Organic,13-12-2024 00:00,Premium,Monthly,,,19.92,912,46,0,Isha,India,Uttar Pradesh,Female,18-03-1977 00:00,,,0,Low,366
1759-XSBZH,28-02-2019 00:00,Paid,28-02-2020 00:00,Standard,Annual,,,11.6,684,26,0,Manish,India,Maharashtra,Male,05-11-1998 00:00,,,0,Low,365
1760-XVRQD,19-03-2022 00:00,Refferal,19-03-2023 00:00,Basic,Monthly,,,5.99,601,65,0,Arjun,India,Telangana,Male,04-03-1976 00:00,,,0,Medium,365
1761-FDBCE,17-01-2019 00:00,Refferal,17-01-2020 00:00,Premium,Annual,,,17.19,1122,38,0,Aarav,India,Maharashtra,Male,15-07-2003 00:00,,,0,Low,365
1762-CPVEK,25-09-2023 00:00,Organic,25-09-2024 00:00,Basic,Monthly,,,5.99,627,39,0,Raghav,India,Maharashtra,Male,10-09-1985 00:00,,,0,Low,366
1763-EHWQV,11-05-2021 00:00,Organic,11-05-2022 00:00,Premium,Annual,20-06-2021 00:00,Switched to competitor,22.71,830,48,1,Rohan,India,Maharashtra,Male,27-08-1971 00:00,,,0,Low,365
1764-SLCAR,11-09-2022 00:00,Refferal,11-09-2023 00:00,Basic,Annual,,,11.12,901,81,0,Riya,India,Kerala,Female,27-12-1975 00:00,,,0,High,365
1765-NAUUL,15-10-2022 00:00,Paid,15-10-2023 00:00,Premium,Monthly,,,21.18,799,46,0,Raghav,India,Telangana,Male,24-09-1994 00:00,,,0,Low,365
1766-CNSRU,23-01-2022 00:00,Refferal,23-01-2023 00:00,Standard,Monthly,24-08-2022 00:00,Poor streaming quality,15.14,1165,65,1,Yash,India,Maharashtra,Male,12-03-1997 00:00,,,0,Medium,365
1767-PVEAZ,04-06-2023 00:00,Paid,04-06-2024 00:00,Standard,Monthly,,,15.42,784,24,0,Harsh,India,Nagaland,Male,26-02-1978 00:00,,,0,Low,366
1768-QUCSW,16-10-2020 00:00,Organic,16-10-2021 00:00,Basic,Annual,,,5.99,593,33,0,Madhav,India,Maharashtra,Male,14-03-1995 00:00,,,0,Low,365
1769-GTGDV,05-03-2023 00:00,Refferal,05-03-2024 00:00,Premium,Monthly,,,25.38,804,99,0,Riya,India,Nagaland,Female,14-06-1972 00:00,,,0,High,366
1770-BKYXK,11-10-2023 00:00,Organic,11-10-2024 00:00,Premium,Annual,15-07-2024 00:00,Forgot to cancel trial,20.59,1171,66,1,Saurabh,India,Maharashtra,Male,28-05-1978 00:00,,,0,Medium,366
1771-NDGLC,21-09-2021 00:00,Organic,21-09-2022 00:00,Standard,Annual,,,13.28,929,89,0,Sneha,India,Meghalaya,Female,01-06-2004 00:00,,,0,High,365
1772-WXCVC,07-03-2023 00:00,Paid,07-03-2024 00:00,Basic,Monthly,,,9.09,698,68,0,Akash,India,Maharashtra,Male,12-12-1972 00:00,N,90,1,Medium,366
1773-UPHHV,20-03-2021 00:00,Paid,20-03-2022 00:00,Basic,Annual,,,9.84,563,30,0,Harsh,India,Telangana,Male,18-10-1996 00:00,,,0,Low,365
1774-VNDMV,22-09-2021 00:00,Organic,22-09-2022 00:00,Standard,Monthly,,,11.57,717,66,0,Siddharth,India,Madhya Pradesh,Male,09-01-1974 00:00,,,0,Medium,365
1775-UTLNX,02-07-2023 00:00,Paid,02-07-2024 00:00,Standard,Monthly,07-12-2023 00:00,Not enough content,15,943,97,1,Nikhil,India,Kerala,Male,17-07-1979 00:00,,,0,High,366
1776-PZHFY,23-05-2022 00:00,Paid,23-05-2023 00:00,Basic,Monthly,,,9.46,476,27,0,Shreya,India,Madhya Pradesh,Female,11-01-2004 00:00,,,0,Low,365
1777-EEVQN,03-02-2020 00:00,Paid,03-02-2021 00:00,Premium,Monthly,05-01-2021 00:00,Switched to competitor,22.52,681,84,1,Meera,India,Maharashtra,Female,23-11-2001 00:00,,,0,High,366
1778-SLKSE,22-02-2019 00:00,Organic,22-02-2020 00:00,Basic,Monthly,,,7.83,486,15,0,Omkar,India,Gujarat,Male,11-04-1993 00:00,,,0,Low,365
1779-BDLVY,11-10-2024 00:00,Refferal,11-10-2025 00:00,Basic,Monthly,,,9.95,768,63,0,Nikhil,India,Maharashtra,Male,06-12-1983 00:00,,,0,Medium,365
1780-WMPYS,01-12-2021 00:00,Organic,01-12-2022 00:00,Basic,Annual,,,8.1,333,42,0,Aditi,India,Madhya Pradesh,Female,01-01-1974 00:00,N,50,1,Low,365
1781-BHQCF,11-10-2024 00:00,Organic,11-10-2025 00:00,Basic,Monthly,17-07-2025 00:00,Forgot to cancel trial,9.53,800,59,1,Kritika,India,Uttar Pradesh,Female,12-09-1981 00:00,N,90,1,Medium,365
1782-BKLGU,12-12-2023 00:00,Organic,12-12-2024 00:00,Premium,Monthly,,,19.83,1246,12,0,Manish,India,Rajasthan,Male,07-12-1978 00:00,,,0,Low,366
1783-JADJA,18-08-2019 00:00,Paid,18-08-2020 00:00,Basic,Annual,,,6.94,648,25,0,Ananya,India,Bihar,Female,05-05-1990 00:00,,,0,Low,366
1784-FFHCA,18-09-2024 00:00,Organic,18-09-2025 00:00,Premium,Monthly,16-12-2024 00:00,Switched to competitor,20.13,945,86,1,Harsh,India,Maharashtra,Male,02-11-1996 00:00,,,0,High,365
1785-VQAXJ,24-10-2020 00:00,Organic,24-10-2021 00:00,Standard,Monthly,26-03-2021 00:00,Poor streaming quality,15.49,1062,24,1,Meera,India,West Bengal,Female,11-08-2004 00:00,,,0,Low,365
1786-VXDJN,03-02-2022 00:00,Organic,03-02-2023 00:00,Premium,Annual,,,21.56,653,45,0,Madhav,India,Rajasthan,Male,23-01-1999 00:00,,,0,Low,365
1787-SERQR,19-06-2024 00:00,Organic,19-06-2025 00:00,Basic,Monthly,,,5.99,301,59,0,Yash,India,Madhya Pradesh,Male,17-02-2003 00:00,,,0,Medium,365
1788-PTXPM,16-04-2021 00:00,Paid,16-04-2022 00:00,Standard,Annual,,,11.01,846,15,0,Pooja,India,Gujarat,Female,18-07-1976 00:00,,,0,Low,365
1789-YNPXV,25-12-2020 00:00,Organic,25-12-2021 00:00,Standard,Monthly,23-06-2021 00:00,Forgot to cancel trial,12.61,441,91,1,Meera,India,Bihar,Female,22-01-1989 00:00,,,0,High,365
1790-ZDYBC,19-06-2022 00:00,Organic,19-06-2023 00:00,Standard,Monthly,25-07-2022 00:00,Too expensive,10.23,687,30,1,Sakshi,India,Bihar,Female,05-12-1983 00:00,N,30,1,Low,365
1791-TMWDX,09-07-2019 00:00,Refferal,09-07-2020 00:00,Standard,Monthly,07-06-2020 00:00,Too expensive,13.65,916,43,1,Yash,India,Gujarat,Male,17-03-1972 00:00,,,0,Low,366
1792-MKQQF,02-10-2022 00:00,Paid,02-10-2023 00:00,Premium,Monthly,,,22.09,971,90,0,Aarav,India,Uttar Pradesh,Male,22-07-1975 00:00,,,0,High,365
1793-GWTVB,12-01-2023 00:00,Refferal,12-01-2024 00:00,Standard,Annual,,,13.2,808,17,0,Shreya,India,Maharashtra,Female,04-04-1975 00:00,,,0,Low,365
1794-YXAFK,21-05-2021 00:00,Organic,21-05-2022 00:00,Basic,Annual,,,8.56,335,19,0,Aditya,India,Telangana,Male,12-06-1995 00:00,,,0,Low,365
1795-TPJHQ,09-03-2021 00:00,Organic,09-03-2022 00:00,Basic,Monthly,,,8.75,527,48,0,Saurabh,India,Karnataka,Male,05-07-1980 00:00,,,0,Low,365
1796-SGDSW,27-05-2024 00:00,Paid,27-05-2025 00:00,Standard,Annual,,,12.32,400,45,0,Varun,India,Gujarat,Male,20-12-1976 00:00,,,0,Low,365
1797-VXTZG,27-04-2021 00:00,Organic,27-04-2022 00:00,Basic,Annual,,,9.95,226,65,0,Pooja,India,Kerala,Female,18-06-1973 00:00,,,0,Medium,365
1798-MAZGW,11-11-2024 00:00,Organic,11-11-2025 00:00,Premium,Monthly,,,18.95,736,27,0,Avni,India,Gujarat,Female,26-06-2001 00:00,,,0,Low,365
1799-KYQNZ,18-01-2021 00:00,Organic,18-01-2022 00:00,Standard,Monthly,,,13.81,597,22,0,Akash,India,Karnataka,Male,03-03-1987 00:00,,,0,Low,365
1800-NVEKD,05-05-2022 00:00,Paid,05-05-2023 00:00,Basic,Annual,04-09-2022 00:00,Poor streaming quality,5.99,424,49,1,Avni,India,Nagaland,Female,06-08-1989 00:00,,,0,Low,365
1801-BSGPE,08-07-2023 00:00,Organic,08-07-2024 00:00,Standard,Monthly,,,12.4,724,60,0,Akash,India,Tamil Nadu,Male,10-06-1989 00:00,N,90,1,Medium,366
1802-YDCJP,09-08-2023 00:00,Refferal,09-08-2024 00:00,Basic,Annual,,,7.39,677,80,0,Varun,India,Delhi,Male,12-04-1980 00:00,,,0,High,366
1803-ZWYSS,13-07-2023 00:00,Organic,13-07-2024 00:00,Standard,Monthly,01-01-2024 00:00,Switched to competitor,11.13,829,75,1,Meera,India,Kerala,Female,15-04-1979 00:00,Y,80,2,High,366
1804-RRBAD,10-10-2019 00:00,Paid,10-10-2020 00:00,Basic,Monthly,,,5.99,706,71,0,Kunal,India,Maharashtra,Male,15-06-1981 00:00,,,0,High,366
1805-VSMDA,01-12-2020 00:00,Paid,01-12-2021 00:00,Standard,Monthly,,,11.52,927,37,0,Siddharth,India,Nagaland,Male,23-06-1992 00:00,,,0,Low,365
1806-TZJXR,20-10-2023 00:00,Refferal,20-10-2024 00:00,Basic,Monthly,,,8.59,704,62,0,Arjun,India,Maharashtra,Male,23-11-1979 00:00,,,0,Medium,366
1807-FJDLC,16-10-2022 00:00,Paid,16-10-2023 00:00,Premium,Monthly,25-02-2023 00:00,Poor streaming quality,21.85,842,34,1,Priya,India,Rajasthan,Female,18-01-1975 00:00,N,90,1,Low,365
1808-XPPZS,15-06-2020 00:00,Organic,15-06-2021 00:00,Premium,Monthly,,,23.56,799,56,0,Diya,India,Madhya Pradesh,Female,28-09-1986 00:00,,,0,Medium,365
1809-DYYNR,12-12-2020 00:00,Refferal,12-12-2021 00:00,Standard,Monthly,,,10.62,879,67,0,Mira,India,Bihar,Female,22-09-1992 00:00,,,0,Medium,365
1810-RXFXU,27-02-2021 00:00,Organic,27-02-2022 00:00,Basic,Monthly,,,7.85,581,75,0,Isha,India,Maharashtra,Female,02-09-1977 00:00,,,0,High,365
1811-RHARF,16-12-2023 00:00,Organic,16-12-2024 00:00,Standard,Monthly,,,15.23,742,32,0,Pooja,India,Meghalaya,Female,26-09-1973 00:00,,,0,Low,366
1812-GBERB,01-05-2022 00:00,Paid,01-05-2023 00:00,Standard,Annual,,,13.61,840,56,0,Akash,India,Bihar,Male,03-02-1987 00:00,,,0,Medium,365
1813-LMVBV,24-03-2019 00:00,Organic,24-03-2020 00:00,Standard,Monthly,25-08-2019 00:00,Poor streaming quality,13.7,799,74,1,Aarav,India,Karnataka,Male,22-03-1997 00:00,,,0,High,366
1814-MPLAY,21-08-2020 00:00,Organic,21-08-2021 00:00,Standard,Annual,12-07-2021 00:00,Forgot to cancel trial,10.46,873,88,1,Ananya,India,Maharashtra,Female,16-08-1997 00:00,,,0,High,365
1815-PJWYY,17-01-2020 00:00,Paid,17-01-2021 00:00,Standard,Annual,19-04-2020 00:00,Too expensive,11.15,392,66,1,Ananya,India,Maharashtra,Female,25-11-1975 00:00,N,80,1,Medium,366
1816-GGRVG,25-11-2023 00:00,Paid,25-11-2024 00:00,Standard,Monthly,,,14.57,880,65,0,Rohan,India,Maharashtra,Male,15-09-1996 00:00,,,0,Medium,366
1817-CVKJS,16-04-2024 00:00,Organic,16-04-2025 00:00,Basic,Annual,,,6.27,309,26,0,Madhav,India,Kerala,Male,14-01-1972 00:00,,,0,Low,365
1818-MBXPJ,12-06-2020 00:00,Organic,12-06-2021 00:00,Basic,Monthly,,,6.16,342,48,0,Isha,India,Delhi,Female,12-12-1973 00:00,,,0,Low,365
1819-BHGNW,28-05-2021 00:00,Paid,28-05-2022 00:00,Premium,Annual,05-11-2021 00:00,Switched to competitor,22.49,1067,91,1,Kritika,India,Meghalaya,Female,22-07-1988 00:00,Y,100,1,High,365
1820-UFSWG,02-04-2020 00:00,Organic,02-04-2021 00:00,Standard,Monthly,,,14.52,918,67,0,Riya,India,Karnataka,Female,09-07-1987 00:00,,,0,Medium,365
1821-PVRXP,06-12-2019 00:00,Organic,06-12-2020 00:00,Basic,Monthly,26-09-2020 00:00,Not enough content,8.16,556,67,1,Kavya,India,Karnataka,Female,25-01-1976 00:00,,,0,Medium,366
1822-UJMQW,05-02-2022 00:00,Organic,05-02-2023 00:00,Standard,Monthly,05-09-2022 00:00,Switched to competitor,11.27,675,75,1,Rohan,India,Karnataka,Male,09-05-1972 00:00,N,70,2,High,365
1823-HJSMA,11-12-2021 00:00,Organic,11-12-2022 00:00,Standard,Monthly,,,12.31,811,56,0,Sneha,India,Madhya Pradesh,Female,09-02-1983 00:00,N,70,1,Medium,365
1824-YTAFH,23-08-2024 00:00,Paid,23-08-2025 00:00,Standard,Monthly,,,13.53,1089,83,0,Pooja,India,Karnataka,Female,04-11-1983 00:00,,,0,High,365
1825-VAUZR,03-05-2022 00:00,Organic,03-05-2023 00:00,Standard,Monthly,12-11-2022 00:00,Switched to competitor,12.26,596,24,1,Harsh,India,Kerala,Male,02-10-1994 00:00,,,0,Low,365
1826-UJBDP,17-03-2020 00:00,Organic,17-03-2021 00:00,Premium,Annual,23-06-2020 00:00,Not enough content,22.58,1172,48,1,Diya,India,Meghalaya,Female,25-08-1981 00:00,,,0,Low,365
1827-FXFFG,05-07-2022 00:00,Organic,05-07-2023 00:00,Premium,Annual,,,18.05,597,69,0,Tanvi,India,Maharashtra,Female,14-11-1977 00:00,,,0,Medium,365
1828-ERFBX,26-12-2021 00:00,Organic,26-12-2022 00:00,Basic,Monthly,18-11-2022 00:00,Switched to competitor,11.77,371,95,1,Harsh,India,Telangana,Male,06-08-1986 00:00,,,0,High,365
